order_id,order_date,customer_id,customer_segment,product_id,category,sub_category,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_revenue,profit,payment_method,marketing_channel,shipping_mode,shipping_cost,delivery_days,country,region,city,is_returned
ORD300638,08-09-2024,C50068,Home Office,P9329,Electronics,Cameras,1,114.19,95.71,0,114.19,0,114.19,18.48,Credit Card,Paid Search,Express,9.99,2,Germany,Berlin,Berlin,FALSE
ORD300732,09-09-2024,C50292,Home Office,P7500,Beauty,Skincare,1,73.13,32.05,0,73.13,0,73.13,41.08,Credit Card,Paid Search,Standard,3.99,4,United States,Central,Kansas City,FALSE
ORD300570,10-09-2024,C50015,Corporate,P9127,Beauty,Fragrance,1,70.11,33.52,0,70.11,0,70.11,36.59,Credit Card,Affiliate,Standard,3.99,7,United States,West,San Francisco,FALSE
ORD300358,11-09-2024,C50048,Consumer,P1974,Electronics,Headphones,1,26.54,20.44,0,26.54,0,26.54,6.1,PayPal,Affiliate,Express,9.99,3,India,North,Jaipur,FALSE
ORD300212,14-09-2024,C50166,Consumer,P7010,Home & Kitchen,Cookware,2,37.24,21.18,0,74.48,0,74.48,32.12,Digital Wallet,Paid Search,Standard,3.99,5,India,East,Bhubaneswar,FALSE
ORD300910,14-09-2024,C50018,Corporate,P1619,Electronics,Laptops,1,74.09,58.26,0,74.09,0,74.09,15.83,Credit Card,Social,Standard,3.99,6,United States,East,New York,TRUE
ORD300084,14-09-2024,C50270,Consumer,P7953,Beauty,Makeup,2,15.53,5.28,0,31.06,0,31.06,20.5,Digital Wallet,Organic Search,Standard,3.99,6,India,East,Kolkata,FALSE
ORD300991,15-09-2024,C50287,Consumer,P1838,Electronics,Smartphones,2,388.58,306.59,0,777.16,0,777.16,163.98,Debit Card,Organic Search,Standard,3.99,5,India,West,Mumbai,FALSE
ORD300855,16-09-2024,C50214,Consumer,P5353,Electronics,Accessories,1,56.1,42.04,0,56.1,0,56.1,14.06,Digital Wallet,Social,Standard,3.99,4,United States,South,Austin,FALSE
ORD300933,17-09-2024,C50109,Consumer,P3461,Sports,Outdoor,1,25.77,18,0,25.77,0,25.77,7.77,Credit Card,Social,Standard,3.99,7,India,South,Bengaluru,FALSE
ORD300981,17-09-2024,C50131,Consumer,P4056,Beauty,Makeup,2,8.36,2.73,0,16.72,0,16.72,11.26,Cash on Delivery,Organic Search,Express,9.99,4,United States,Central,Chicago,FALSE
ORD300661,17-09-2024,C50147,Consumer,P4164,Home & Kitchen,Furniture,2,461.61,267.92,0,923.22,0,923.22,387.38,Debit Card,Email,Standard,3.99,4,United States,East,Boston,FALSE
ORD300893,18-09-2024,C50198,Consumer,P2927,Home & Kitchen,Appliances,1,57.9,32.78,0,57.9,0,57.9,25.12,Digital Wallet,Email,Standard,3.99,7,India,East,Bhubaneswar,FALSE
ORD300756,20-09-2024,C50098,Consumer,P5634,Electronics,Laptops,2,441.27,347.74,0.05,882.54,44.13,838.41,142.93,Credit Card,Organic Search,Express,9.99,3,United States,West,San Francisco,FALSE
ORD300995,23-09-2024,C50066,Consumer,P6237,Beauty,Fragrance,1,12.56,6.33,0,12.56,0,12.56,6.23,Cash on Delivery,Social,Standard,3.99,4,India,West,Pune,FALSE
ORD300891,23-09-2024,C50146,Corporate,P6999,Electronics,Accessories,5,25.3,19.73,0.15,126.5,18.97,107.53,8.88,Cash on Delivery,Social,Same-Day,19.99,0,Germany,Berlin,Berlin,FALSE
ORD300925,24-09-2024,C50034,Consumer,P1842,Home & Kitchen,Cookware,3,46.31,28.65,0,138.93,0,138.93,52.98,Debit Card,Direct,Standard,3.99,8,United States,South,Atlanta,FALSE
ORD300365,24-09-2024,C50049,Home Office,P1169,Fashion,Men's Apparel,1,29.01,12.18,0,29.01,0,29.01,16.83,Cash on Delivery,Social,Express,9.99,2,India,North,Delhi,FALSE
ORD300955,24-09-2024,C50279,Consumer,P7810,Electronics,Smartphones,1,336.44,257.27,0,336.44,0,336.44,79.17,Credit Card,Paid Search,Standard,3.99,8,United States,East,Boston,FALSE
ORD300676,25-09-2024,C50150,Consumer,P3200,Electronics,Headphones,1,37.64,27.78,0,37.64,0,37.64,9.86,PayPal,Social,Standard,3.99,4,Germany,Berlin,Berlin,FALSE
ORD300976,26-09-2024,C50227,Consumer,P6494,Home & Kitchen,Furniture,1,95.79,57.35,0.1,95.79,9.58,86.21,28.86,Debit Card,Organic Search,Express,9.99,2,United States,West,Seattle,FALSE
ORD300009,26-09-2024,C50260,Corporate,P8453,Electronics,Cameras,1,483.92,357.29,0.3,483.92,145.18,338.74,-18.55,Credit Card,Affiliate,Standard,3.99,5,Australia,Victoria,Melbourne,TRUE
ORD300242,27-09-2024,C50156,Consumer,P3488,Fashion,Footwear,1,17.46,6.53,0,17.46,0,17.46,10.93,Credit Card,Paid Search,Express,9.99,3,United States,Central,Kansas City,FALSE
ORD300339,28-09-2024,C50328,Consumer,P5920,Electronics,Cameras,1,823.96,647.51,0,823.96,0,823.96,176.45,Credit Card,Paid Search,Standard,3.99,5,United States,West,San Francisco,FALSE
ORD300513,30-09-2024,C50036,Corporate,P6889,Electronics,Accessories,1,206.61,166.87,0,206.61,0,206.61,39.74,Cash on Delivery,Social,Standard,3.99,5,United States,South,Austin,FALSE
ORD300022,02-10-2024,C50289,Consumer,P6249,Beauty,Skincare,1,11.37,3.91,0,11.37,0,11.37,7.46,Debit Card,Email,Standard,3.99,7,United Kingdom,Scotland,Edinburgh,FALSE
ORD300959,02-10-2024,C50273,Consumer,P9514,Electronics,Laptops,1,531.33,438.21,0,531.33,0,531.33,93.12,Digital Wallet,Paid Search,Express,9.99,3,United States,East,Boston,FALSE
ORD300734,02-10-2024,C50274,Corporate,P7396,Electronics,Laptops,1,169.93,144.29,0.05,169.93,8.5,161.43,17.14,Credit Card,Email,Same-Day,19.99,0,United States,Central,Chicago,FALSE
ORD300519,03-10-2024,C50263,Consumer,P8144,Fashion,Women's Apparel,1,75.65,32.25,0,75.65,0,75.65,43.4,Debit Card,Social,Standard,3.99,8,United States,West,Denver,FALSE
ORD300075,03-10-2024,C50000,Consumer,P6385,Home & Kitchen,Appliances,2,95.84,51.74,0,191.68,0,191.68,88.2,Debit Card,Paid Search,Standard,3.99,5,United Kingdom,England,London,FALSE
ORD300385,06-10-2024,C50142,Consumer,P5819,Home & Kitchen,Furniture,2,146.88,79.83,0,293.76,0,293.76,134.1,Credit Card,Social,Standard,3.99,8,United States,East,Boston,FALSE
ORD300012,06-10-2024,C50158,Consumer,P3890,Fashion,Footwear,1,91.23,38.75,0,91.23,0,91.23,52.48,Cash on Delivery,Social,Standard,3.99,6,India,North,Jaipur,FALSE
ORD300987,07-10-2024,C50306,Consumer,P6844,Sports,Cycling,3,672.58,451.15,0.05,2017.74,100.89,1916.85,563.4,Cash on Delivery,Affiliate,Standard,3.99,7,Germany,Bavaria,Nuremberg,FALSE
ORD300034,09-10-2024,C50308,Corporate,P8323,Fashion,Men's Apparel,1,202.76,74.13,0.4,202.76,81.1,121.66,47.53,Cash on Delivery,Email,Express,9.99,4,India,South,Chennai,FALSE
ORD300597,09-10-2024,C50182,Consumer,P2509,Electronics,Smartphones,2,484.6,401.66,0.3,969.2,290.76,678.44,-124.88,Debit Card,Organic Search,Standard,3.99,4,United Kingdom,England,London,FALSE
ORD300909,10-10-2024,C50211,Consumer,P9930,Electronics,Accessories,1,256.46,205.08,0.05,256.46,12.82,243.64,38.56,Credit Card,Organic Search,Express,9.99,2,United States,West,San Francisco,FALSE
ORD300327,11-10-2024,C50009,Corporate,P3087,Fashion,Men's Apparel,1,129.55,52.8,0,129.55,0,129.55,76.75,PayPal,Social,Same-Day,19.99,0,United States,East,Boston,FALSE
ORD300752,12-10-2024,C50289,Consumer,P3721,Electronics,Cameras,2,193.12,139.22,0,386.24,0,386.24,107.8,Credit Card,Organic Search,Express,9.99,3,United Kingdom,Scotland,Edinburgh,FALSE
ORD300779,12-10-2024,C50016,Corporate,P5121,Sports,Fitness,1,179.9,111.37,0,179.9,0,179.9,68.53,Cash on Delivery,Paid Search,Standard,3.99,5,India,South,Bengaluru,FALSE
ORD300815,13-10-2024,C50034,Consumer,P9148,Beauty,Makeup,1,12.49,5.69,0.2,12.49,2.5,9.99,4.3,Cash on Delivery,Organic Search,Same-Day,19.99,1,United States,South,Atlanta,FALSE
ORD300182,14-10-2024,C50230,Corporate,P3307,Electronics,Cameras,5,126.76,94.94,0,633.8,0,633.8,159.1,PayPal,Organic Search,Express,9.99,4,United States,Central,Chicago,FALSE
ORD300975,14-10-2024,C50100,Consumer,P7862,Sports,Fitness,2,52.59,32.22,0.1,105.18,10.52,94.66,30.22,Credit Card,Direct,Express,9.99,4,Australia,Queensland,Gold Coast,FALSE
ORD300058,17-10-2024,C50122,Consumer,P3342,Fashion,Men's Apparel,4,18.13,8.51,0.1,72.52,7.25,65.27,31.23,Credit Card,Organic Search,Express,9.99,4,Australia,Queensland,Brisbane,FALSE
ORD300200,17-10-2024,C50064,Corporate,P5528,Electronics,Headphones,2,35.22,25.1,0,70.44,0,70.44,20.24,Credit Card,Paid Search,Standard,3.99,6,United Kingdom,England,London,FALSE
ORD300724,18-10-2024,C50142,Consumer,P2824,Home & Kitchen,Cookware,1,119.69,75.52,0,119.69,0,119.69,44.17,Cash on Delivery,Affiliate,Standard,3.99,4,United States,East,Boston,FALSE
ORD300198,19-10-2024,C50005,Home Office,P7437,Electronics,Cameras,1,271.53,189.78,0.1,271.53,27.15,244.38,54.6,Credit Card,Paid Search,Standard,3.99,8,Germany,Hesse,Frankfurt,FALSE
ORD300164,21-10-2024,C50074,Consumer,P2156,Electronics,Accessories,1,456.52,399.09,0,456.52,0,456.52,57.43,Credit Card,Social,Express,9.99,2,United States,West,Seattle,FALSE
ORD300284,22-10-2024,C50220,Home Office,P3339,Electronics,Laptops,1,865,776.08,0,865,0,865,88.92,PayPal,Organic Search,Standard,3.99,6,India,West,Mumbai,FALSE
ORD300196,23-10-2024,C50261,Home Office,P4120,Beauty,Skincare,2,32.4,13.74,0,64.8,0,64.8,37.32,PayPal,Organic Search,Express,9.99,2,United States,East,Boston,FALSE
ORD300344,24-10-2024,C50211,Consumer,P9747,Fashion,Footwear,1,25.96,11.13,0.4,25.96,10.38,15.58,4.45,Digital Wallet,Affiliate,Express,9.99,2,United States,West,San Francisco,FALSE
ORD300567,26-10-2024,C50080,Consumer,P8910,Electronics,Headphones,1,42.26,35.84,0,42.26,0,42.26,6.42,Cash on Delivery,Email,Standard,3.99,7,India,South,Bengaluru,FALSE
ORD300851,26-10-2024,C50204,Consumer,P7590,Electronics,Accessories,2,46.55,41.11,0,93.1,0,93.1,10.88,Cash on Delivery,Organic Search,Standard,3.99,4,India,West,Mumbai,FALSE
ORD300619,26-10-2024,C50200,Consumer,P9178,Electronics,Laptops,1,77.29,62.02,0.15,77.29,11.59,65.7,3.68,Credit Card,Email,Standard,3.99,4,United States,Central,Kansas City,FALSE
ORD300668,27-10-2024,C50149,Consumer,P4993,Sports,Fitness,1,616.75,365.65,0.1,616.75,61.68,555.07,189.42,Credit Card,Organic Search,Standard,3.99,4,United States,East,New York,FALSE
ORD300656,27-10-2024,C50089,Consumer,P8855,Home & Kitchen,Decor,4,44.66,26.42,0.15,178.64,26.8,151.84,46.16,Digital Wallet,Email,Standard,3.99,6,India,South,Bengaluru,FALSE
ORD300502,28-10-2024,C50228,Consumer,P3889,Fashion,Footwear,1,192.16,79.95,0.3,192.16,57.65,134.51,54.56,PayPal,Email,Standard,3.99,7,Germany,Hesse,Wiesbaden,FALSE
ORD300150,28-10-2024,C50209,Consumer,P1748,Beauty,Skincare,1,10.26,3.32,0,10.26,0,10.26,6.94,PayPal,Paid Search,Standard,3.99,4,United States,Central,Kansas City,FALSE
ORD300190,29-10-2024,C50202,Consumer,P9275,Sports,Cycling,1,388.14,235.2,0.3,388.14,116.44,271.7,36.5,PayPal,Organic Search,Standard,3.99,5,United Kingdom,Wales,Swansea,FALSE
ORD300522,29-10-2024,C50316,Consumer,P6943,Beauty,Skincare,1,14.61,5.49,0.1,14.61,1.46,13.15,7.66,Credit Card,Paid Search,Same-Day,19.99,1,United States,West,Seattle,FALSE
ORD300290,30-10-2024,C50266,Home Office,P9555,Home & Kitchen,Furniture,1,379.13,216.69,0,379.13,0,379.13,162.44,Debit Card,Organic Search,Express,9.99,3,United States,South,Austin,FALSE
ORD300123,31-10-2024,C50089,Consumer,P5826,Electronics,Headphones,1,325.72,291.56,0,325.72,0,325.72,34.16,Debit Card,Direct,Standard,3.99,4,India,South,Bengaluru,FALSE
ORD300580,31-10-2024,C50331,Consumer,P8475,Home & Kitchen,Cookware,1,206.8,135.31,0,206.8,0,206.8,71.49,Credit Card,Organic Search,Standard,3.99,6,Australia,Victoria,Geelong,FALSE
ORD300309,31-10-2024,C50105,Consumer,P8768,Electronics,Smartphones,2,867.16,656.25,0,1734.32,0,1734.32,421.82,PayPal,Organic Search,Standard,3.99,8,United States,South,Atlanta,FALSE
ORD300953,01-11-2024,C50265,Home Office,P2064,Beauty,Makeup,1,37.14,13.68,0,37.14,0,37.14,23.46,Credit Card,Email,Express,9.99,2,United States,East,New York,FALSE
ORD300719,01-11-2024,C50053,Consumer,P6634,Fashion,Men's Apparel,3,28.5,12.67,0.3,85.5,25.65,59.85,21.84,Cash on Delivery,Organic Search,Standard,3.99,5,India,South,Bengaluru,FALSE
ORD300841,02-11-2024,C50207,Consumer,P3774,Fashion,Footwear,5,13.26,5.72,0.1,66.3,6.63,59.67,31.07,Debit Card,Email,Express,9.99,3,United States,South,Atlanta,FALSE
ORD300276,03-11-2024,C50048,Consumer,P4731,Beauty,Fragrance,3,28.51,12.48,0,85.53,0,85.53,48.09,Debit Card,Social,Same-Day,19.99,1,India,North,Jaipur,FALSE
ORD300448,04-11-2024,C50138,Corporate,P8319,Beauty,Skincare,4,8.19,3,0,32.76,0,32.76,20.76,Credit Card,Paid Search,Express,9.99,2,United States,East,Boston,FALSE
ORD300253,04-11-2024,C50196,Consumer,P5219,Electronics,Smartphones,2,164.1,116.67,0,328.2,0,328.2,94.86,Credit Card,Social,Express,9.99,3,United Kingdom,Wales,Swansea,FALSE
ORD300342,04-11-2024,C50299,Consumer,P5286,Electronics,Headphones,2,250.75,190.74,0,501.5,0,501.5,120.02,Debit Card,Paid Search,Standard,3.99,8,India,East,Bhubaneswar,FALSE
ORD300133,05-11-2024,C50253,Consumer,P6545,Home & Kitchen,Decor,2,864.61,488.17,0,1729.22,0,1729.22,752.88,Debit Card,Organic Search,Express,9.99,4,United States,East,Boston,FALSE
ORD300406,06-11-2024,C50048,Consumer,P4444,Electronics,Accessories,1,32.83,25.13,0.1,32.83,3.28,29.55,4.42,PayPal,Email,Standard,3.99,8,India,North,Jaipur,FALSE
ORD300673,06-11-2024,C50177,Corporate,P2867,Electronics,Accessories,2,125.84,97.54,0,251.68,0,251.68,56.6,Cash on Delivery,Organic Search,Standard,3.99,5,United States,Central,Kansas City,FALSE
ORD300108,06-11-2024,C50011,Consumer,P1001,Books,Fiction,1,10.77,8.1,0,10.77,0,10.77,2.67,Cash on Delivery,Paid Search,Express,9.99,4,India,South,Bengaluru,FALSE
ORD300682,06-11-2024,C50336,Corporate,P8729,Books,Fiction,1,9.95,7.09,0,9.95,0,9.95,2.86,Credit Card,Affiliate,Express,9.99,3,United States,South,Austin,FALSE
ORD300185,07-11-2024,C50165,Consumer,P3111,Electronics,Laptops,2,169.59,134.87,0.1,339.18,33.92,305.26,35.52,Debit Card,Email,Standard,3.99,6,Australia,Victoria,Geelong,FALSE
ORD300560,07-11-2024,C50083,Consumer,P4876,Sports,Cycling,2,337.81,212.22,0,675.62,0,675.62,251.18,Digital Wallet,Organic Search,Express,9.99,3,Germany,Hesse,Frankfurt,FALSE
ORD300508,07-11-2024,C50098,Consumer,P3936,Beauty,Skincare,1,8.66,3.64,0,8.66,0,8.66,5.02,Debit Card,Paid Search,Standard,3.99,7,United States,West,San Francisco,FALSE
ORD300183,08-11-2024,C50135,Home Office,P1505,Beauty,Fragrance,1,106.62,53.27,0,106.62,0,106.62,53.35,Debit Card,Organic Search,Standard,3.99,8,Germany,Berlin,Berlin,FALSE
ORD300313,08-11-2024,C50056,Consumer,P7468,Beauty,Makeup,1,136.83,45.1,0,136.83,0,136.83,91.73,Digital Wallet,Social,Standard,3.99,6,United Kingdom,Scotland,Edinburgh,FALSE
ORD300536,10-11-2024,C50016,Corporate,P3437,Home & Kitchen,Cookware,1,32.03,19.89,0,32.03,0,32.03,12.14,Digital Wallet,Paid Search,Express,9.99,2,India,South,Bengaluru,FALSE
ORD300071,11-11-2024,C50045,Corporate,P7783,Sports,Cycling,2,19.63,11.79,0,39.26,0,39.26,15.68,Debit Card,Social,Standard,3.99,5,United States,West,San Francisco,FALSE
ORD300244,11-11-2024,C50217,Consumer,P4708,Beauty,Fragrance,1,37.45,15.15,0,37.45,0,37.45,22.3,Credit Card,Social,Standard,3.99,6,Germany,Bavaria,Nuremberg,FALSE
ORD300466,12-11-2024,C50220,Home Office,P8249,Fashion,Women's Apparel,1,101.19,45.85,0,101.19,0,101.19,55.34,PayPal,Social,Standard,3.99,6,India,West,Mumbai,FALSE
ORD300254,12-11-2024,C50264,Home Office,P7274,Sports,Outdoor,2,71.63,43.25,0,143.26,0,143.26,56.76,PayPal,Paid Search,Standard,3.99,5,United States,Central,Kansas City,FALSE
ORD300649,12-11-2024,C50042,Consumer,P4615,Electronics,Headphones,1,478.61,346.29,0,478.61,0,478.61,132.32,Digital Wallet,Social,Standard,3.99,4,United States,Central,Chicago,FALSE
ORD300506,13-11-2024,C50041,Consumer,P6601,Electronics,Headphones,1,77.25,69.53,0.2,77.25,15.45,61.8,-7.73,Credit Card,Email,Standard,3.99,8,United States,West,Seattle,TRUE
ORD300811,13-11-2024,C50225,Corporate,P8431,Electronics,Laptops,1,495.17,374.01,0,495.17,0,495.17,121.16,Credit Card,Organic Search,Standard,3.99,6,Australia,Queensland,Brisbane,FALSE
ORD300725,13-11-2024,C50106,Consumer,P4880,Electronics,Accessories,1,393.93,314.7,0.05,393.93,19.7,374.23,59.53,PayPal,Organic Search,Express,9.99,4,Australia,Victoria,Geelong,FALSE
ORD300314,14-11-2024,C50045,Corporate,P9137,Sports,Fitness,1,40.88,26.01,0.1,40.88,4.09,36.79,10.78,PayPal,Paid Search,Standard,3.99,5,United States,West,San Francisco,FALSE
ORD300379,14-11-2024,C50279,Consumer,P3310,Beauty,Makeup,2,28.36,14.87,0.1,56.72,5.67,51.05,21.31,PayPal,Email,Standard,3.99,6,United States,East,Boston,FALSE
ORD300424,14-11-2024,C50283,Consumer,P4745,Sports,Fitness,2,56.27,32.89,0,112.54,0,112.54,46.76,Credit Card,Email,Standard,3.99,8,United States,South,Austin,FALSE
ORD300017,14-11-2024,C50045,Corporate,P6286,Beauty,Fragrance,1,83.94,30.49,0,83.94,0,83.94,53.45,Credit Card,Organic Search,Standard,3.99,7,United States,West,San Francisco,FALSE
ORD300111,15-11-2024,C50178,Consumer,P8476,Fashion,Footwear,1,195.89,92.19,0.1,195.89,19.59,176.3,84.11,PayPal,Email,Standard,3.99,8,India,South,Bengaluru,FALSE
ORD300241,15-11-2024,C50070,Corporate,P5282,Home & Kitchen,Decor,1,16.5,9.88,0,16.5,0,16.5,6.62,PayPal,Organic Search,Standard,3.99,8,United States,West,Seattle,FALSE
ORD300669,15-11-2024,C50064,Corporate,P3003,Fashion,Bags,1,144.88,77.81,0,144.88,0,144.88,67.07,Credit Card,Social,Express,9.99,3,United Kingdom,England,London,FALSE
ORD300032,15-11-2024,C50015,Corporate,P4617,Fashion,Men's Apparel,1,19.09,5.84,0,19.09,0,19.09,13.25,Debit Card,Paid Search,Standard,3.99,7,United States,West,San Francisco,FALSE
ORD300006,16-11-2024,C50140,Consumer,P4699,Electronics,Laptops,1,117.36,87.69,0,117.36,0,117.36,29.67,Debit Card,Organic Search,Express,9.99,3,United States,Central,Kansas City,FALSE
ORD300927,17-11-2024,C50147,Consumer,P9676,Beauty,Fragrance,3,12.22,5.02,0,36.66,0,36.66,21.6,Credit Card,Organic Search,Standard,3.99,4,United States,East,Boston,FALSE
ORD300579,17-11-2024,C50014,Consumer,P6967,Electronics,Laptops,1,53.87,43.94,0,53.87,0,53.87,9.93,Credit Card,Affiliate,Standard,3.99,4,India,East,Kolkata,FALSE
ORD300042,17-11-2024,C50116,Consumer,P7609,Home & Kitchen,Cookware,1,53.59,29.03,0,53.59,0,53.59,24.56,Credit Card,Email,Same-Day,19.99,1,United Kingdom,Wales,Cardiff,FALSE
ORD300792,18-11-2024,C50246,Consumer,P2276,Electronics,Laptops,2,156.55,129.06,0,313.1,0,313.1,54.98,Digital Wallet,Paid Search,Standard,3.99,7,United States,West,Seattle,FALSE
ORD300298,19-11-2024,C50330,Consumer,P9874,Sports,Cycling,1,175.57,118.41,0.15,175.57,26.34,149.23,30.82,Credit Card,Social,Standard,3.99,5,Germany,Berlin,Berlin,FALSE
ORD300128,19-11-2024,C50130,Home Office,P5559,Electronics,Smartphones,2,89.06,66.64,0.1,178.12,17.81,160.31,27.03,Cash on Delivery,Email,Standard,3.99,8,Australia,NSW,Sydney,FALSE
ORD300477,21-11-2024,C50322,Consumer,P4184,Home & Kitchen,Cookware,2,66.2,41.69,0.1,132.4,13.24,119.16,35.78,Debit Card,Organic Search,Standard,3.99,8,United Kingdom,England,London,FALSE
ORD300403,21-11-2024,C50233,Corporate,P6925,Fashion,Bags,1,19.36,8.89,0.3,19.36,5.81,13.55,4.66,Debit Card,Paid Search,Same-Day,19.99,0,United States,East,Boston,FALSE
ORD300964,21-11-2024,C50175,Corporate,P6174,Fashion,Footwear,1,132.33,54.06,0,132.33,0,132.33,78.27,Credit Card,Email,Standard,3.99,7,India,South,Bengaluru,FALSE
ORD300625,21-11-2024,C50165,Consumer,P5348,Beauty,Fragrance,3,79.72,38.56,0.2,239.16,47.83,191.33,75.65,Debit Card,Direct,Standard,3.99,7,Australia,Victoria,Geelong,FALSE
ORD300853,21-11-2024,C50116,Consumer,P4936,Sports,Outdoor,2,46.3,33.24,0,92.6,0,92.6,26.12,Debit Card,Social,Standard,3.99,7,United Kingdom,Wales,Cardiff,FALSE
ORD300394,21-11-2024,C50105,Consumer,P3901,Electronics,Laptops,1,375.82,284.25,0,375.82,0,375.82,91.57,Credit Card,Paid Search,Standard,3.99,7,United States,South,Atlanta,FALSE
ORD300588,21-11-2024,C50058,Consumer,P6003,Electronics,Smartphones,1,100.23,81.85,0,100.23,0,100.23,18.38,Credit Card,Organic Search,Express,9.99,2,Germany,Berlin,Berlin,FALSE
ORD300537,22-11-2024,C50271,Consumer,P8489,Electronics,Headphones,1,70.15,60.62,0,70.15,0,70.15,9.53,Credit Card,Organic Search,Standard,3.99,6,United States,South,Austin,FALSE
ORD300020,22-11-2024,C50216,Consumer,P2378,Fashion,Men's Apparel,1,159.36,67.03,0.05,159.36,7.97,151.39,84.36,Credit Card,Direct,Standard,3.99,4,United States,South,Atlanta,FALSE
ORD300264,23-11-2024,C50125,Corporate,P6276,Electronics,Smartphones,2,222.86,170.96,0,445.72,0,445.72,103.8,Digital Wallet,Affiliate,Standard,3.99,6,United States,Central,Chicago,FALSE
ORD300431,23-11-2024,C50186,Corporate,P1917,Electronics,Accessories,1,764.21,650.55,0,764.21,0,764.21,113.66,Digital Wallet,Organic Search,Standard,3.99,6,United Kingdom,Scotland,Glasgow,FALSE
ORD300825,23-11-2024,C50078,Consumer,P3209,Electronics,Smartphones,4,96.21,72.08,0.15,384.84,57.73,327.11,38.79,Credit Card,Organic Search,Standard,3.99,4,Germany,Berlin,Berlin,TRUE
ORD300914,23-11-2024,C50210,Consumer,P2415,Electronics,Accessories,1,29.59,21.56,0.05,29.59,1.48,28.11,6.55,Credit Card,Social,Standard,3.99,8,Australia,NSW,Sydney,FALSE
ORD300550,23-11-2024,C50164,Corporate,P5143,Sports,Fitness,1,58.69,37.88,0.1,58.69,5.87,52.82,14.94,PayPal,Social,Standard,3.99,5,Australia,Victoria,Melbourne,FALSE
ORD300233,23-11-2024,C50105,Consumer,P6048,Books,Non-fiction,1,18.85,13.81,0.3,18.85,5.66,13.19,-0.62,Credit Card,Direct,Same-Day,19.99,1,United States,South,Atlanta,FALSE
ORD300538,24-11-2024,C50322,Consumer,P9608,Electronics,Accessories,2,28.49,24.38,0,56.98,0,56.98,8.22,Credit Card,Social,Standard,3.99,6,United Kingdom,England,London,FALSE
ORD300088,24-11-2024,C50118,Consumer,P3066,Beauty,Skincare,1,53.31,17.41,0,53.31,0,53.31,35.9,Credit Card,Social,Same-Day,19.99,0,United States,West,Denver,FALSE
ORD300835,24-11-2024,C50142,Consumer,P1197,Books,Non-fiction,1,7.45,4.93,0,7.45,0,7.45,2.52,Debit Card,Social,Standard,3.99,8,United States,East,Boston,FALSE
ORD300082,24-11-2024,C50285,Consumer,P7930,Home & Kitchen,Cookware,1,278.63,155.64,0.05,278.63,13.93,264.7,109.06,Cash on Delivery,Email,Same-Day,19.99,0,United States,Central,Chicago,FALSE
ORD300932,24-11-2024,C50101,Consumer,P7154,Beauty,Skincare,1,19.94,7.39,0,19.94,0,19.94,12.55,Debit Card,Email,Express,9.99,3,United States,East,New York,FALSE
ORD300029,25-11-2024,C50099,Corporate,P5741,Home & Kitchen,Cookware,1,57.67,34.49,0.05,57.67,2.88,54.79,20.3,Cash on Delivery,Social,Express,9.99,2,United States,South,Atlanta,FALSE
ORD300833,25-11-2024,C50029,Consumer,P9191,Sports,Fitness,2,50.51,33.44,0,101.02,0,101.02,34.14,Credit Card,Email,Standard,3.99,4,United States,East,Boston,FALSE
ORD300906,26-11-2024,C50039,Consumer,P5130,Electronics,Headphones,1,550.28,466.26,0,550.28,0,550.28,84.02,Credit Card,Organic Search,Standard,3.99,4,United States,South,Atlanta,FALSE
ORD300122,26-11-2024,C50046,Consumer,P2004,Home & Kitchen,Cookware,1,56.93,31.61,0.3,56.93,17.08,39.85,8.24,Credit Card,Email,Standard,3.99,6,United States,West,Seattle,FALSE
ORD300480,26-11-2024,C50252,Home Office,P3899,Beauty,Makeup,1,9.85,3.54,0.05,9.85,0.49,9.36,5.82,Digital Wallet,Direct,Standard,3.99,4,United States,East,Boston,TRUE
ORD300862,27-11-2024,C50241,Consumer,P1967,Home & Kitchen,Appliances,1,26.77,17.03,0.1,26.77,2.68,24.09,7.06,Credit Card,Paid Search,Standard,3.99,5,India,East,Bhubaneswar,FALSE
ORD300530,27-11-2024,C50085,Consumer,P5068,Electronics,Accessories,1,150.13,115.51,0.05,150.13,7.51,142.62,27.11,Digital Wallet,Direct,Standard,3.99,7,Australia,Victoria,Melbourne,FALSE
ORD300703,27-11-2024,C50158,Consumer,P7914,Sports,Fitness,1,489.98,323.28,0.15,489.98,73.5,416.48,93.2,Credit Card,Social,Express,9.99,4,India,North,Jaipur,FALSE
ORD300107,28-11-2024,C50255,Consumer,P6572,Sports,Cycling,1,361.86,199.73,0.15,361.86,54.28,307.58,107.85,Debit Card,Social,Express,9.99,2,United States,West,Denver,FALSE
ORD300760,28-11-2024,C50060,Consumer,P8072,Electronics,Cameras,2,63.3,55.27,0.1,126.6,12.66,113.94,3.4,Credit Card,Paid Search,Standard,3.99,6,United Kingdom,Scotland,Glasgow,FALSE
ORD300085,29-11-2024,C50333,Consumer,P8160,Home & Kitchen,Furniture,1,21.19,12.5,0.1,21.19,2.12,19.07,6.57,Digital Wallet,Organic Search,Express,9.99,2,Germany,Hesse,Frankfurt,FALSE
ORD300015,29-11-2024,C50066,Consumer,P5666,Fashion,Men's Apparel,1,233.81,88.95,0.2,233.81,46.76,187.05,98.1,Credit Card,Affiliate,Standard,3.99,8,India,West,Pune,FALSE
